Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Street Footwear,31.0,145.0,4495.0,175.0,Outlet,2021,1,1
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Apparel,40.0,145.0,5800.0,215.0,Outlet,2021,7,3
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Apparel,46.0,145.0,6670.0,200.0,Outlet,2021,7,3
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,34.0,145.0,4930.0,182.0,Outlet,2021,9,3
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,145.0,5365.0,220.0,Outlet,2021,9,3
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,40.0,145.0,5800.0,203.0,Outlet,2021,9,3
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,40.0,145.0,5800.0,226.0,Outlet,2021,5,2
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,145.0,5655.0,226.0,Outlet,2021,11,4
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,15.0,145.0,2175.0,102.0,Outlet,2021,9,3
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Apparel,16.0,145.0,2320.0,97.0,Outlet,2021,2,1
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Apparel,33.0,145.0,4785.0,225.0,Outlet,2021,5,2
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.0,145.0,6090.0,305.0,Outlet,2021,7,3
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Apparel,60.0,145.0,8700.0,409.0,Outlet,2021,12,4
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Apparel,46.0,145.0,6670.0,247.0,Outlet,2021,8,3
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,144.0,6768.0,372.0,Online,2021,6,2
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,41.0,144.0,5904.0,307.0,Online,2021,10,4
West Gear,1128299,2020-04-15,West,Colorado,Denver,Men's Athletic Footwear,59.0,144.0,8496.0,425.0,Online,2020,4,2
West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,77.0,144.0,11088.0,388.0,Online,2020,7,3
Sports Direct,1197831,2021-09-19,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,144.0,7200.0,454.0,Online,2021,9,3
Sports Direct,1197831,2021-10-02,South,Alabama,Birmingham,Women's Street Footwear,43.0,144.0,6192.0,396.0,Online,2021,10,4
Amazon,1185732,2021-11-05,Northeast,Maine,Portland,Men's Street Footwear,52.0,144.0,7488.0,337.0,Online,2021,11,4
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,59.0,144.0,8496.0,323.0,Online,2021,10,4
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,49.0,144.0,7056.0,289.0,Online,2021,6,2
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,47.0,144.0,6768.0,271.0,Online,2021,11,4
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Street Footwear,42.0,144.0,6048.0,254.0,Online,2021,8,3
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Street Footwear,33.0,144.0,4752.0,247.0,Online,2021,4,2
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27.0,144.0,3888.0,163.0,Online,2021,3,1
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,20.0,144.0,2880.0,158.0,Online,2021,4,2
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Apparel,71.0,144.0,10224.0,624.0,Online,2021,12,4
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Street Footwear,37.0,144.0,5328.0,266.0,Online,2021,6,2
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Men's Street Footwear,39.0,144.0,5616.0,281.0,Online,2021,2,1
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Men's Street Footwear,32.0,144.0,4608.0,212.0,Online,2021,3,1
West Gear,1128299,2020-02-21,West,Nevada,Las Vegas,Women's Street Footwear,46.0,144.0,6624.0,272.0,Outlet,2020,2,1
Sports Direct,1197831,2021-08-12,South,Alabama,Birmingham,Women's Apparel,27.0,144.0,3888.0,222.0,Outlet,2021,8,3
Sports Direct,1197831,2021-08-15,South,Alabama,Birmingham,Women's Street Footwear,20.0,144.0,2880.0,147.0,Outlet,2021,8,3
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,36.0,144.0,5184.0,202.0,Outlet,2021,11,4
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Apparel,61.0,144.0,8784.0,351.0,Outlet,2021,12,4
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,62.0,143.0,8866.0,532.0,Online,2021,12,4
West Gear,1128299,2020-01-20,West,Nevada,Las Vegas,Men's Street Footwear,58.0,143.0,8294.0,423.0,Online,2020,1,1
West Gear,1128299,2020-02-09,West,Nevada,Las Vegas,Women's Street Footwear,61.0,143.0,8723.0,462.0,Online,2020,2,1
West Gear,1128299,2020-04-23,West,Colorado,Denver,Women's Athletic Footwear,61.0,143.0,8723.0,454.0,Online,2020,4,2
West Gear,1128299,2020-04-28,West,Colorado,Denver,Women's Street Footwear,67.0,143.0,9581.0,546.0,Online,2020,4,2
Kohl's,1189833,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,44.0,143.0,6292.0,371.0,Online,2021,2,1
Kohl's,1189833,2021-02-07,Midwest,Montana,Billings,Women's Apparel,58.0,143.0,8294.0,290.0,Online,2021,2,1
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,43.0,143.0,6149.0,314.0,Online,2021,3,1
Sports Direct,1197831,2021-09-29,South,Alabama,Birmingham,Women's Apparel,36.0,143.0,5148.0,386.0,Online,2021,9,3
Sports Direct,1197831,2021-10-09,South,Alabama,Birmingham,Women's Athletic Footwear,63.0,143.0,9009.0,676.0,Online,2021,10,4
Amazon,1185732,2021-11-17,Northeast,Maine,Portland,Men's Street Footwear,51.0,143.0,7293.0,357.0,Online,2021,11,4
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,33.0,143.0,4719.0,170.0,Online,2021,2,1
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Apparel,69.0,143.0,9867.0,543.0,Online,2021,5,2
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,77.0,143.0,11011.0,462.0,Online,2021,8,3
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,74.0,143.0,10582.0,328.0,Online,2021,8,3
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,29.0,143.0,4147.0,203.0,Online,2021,2,1
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,143.0,5434.0,245.0,Online,2021,8,3
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,51.0,143.0,7293.0,299.0,Online,2021,11,4
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,38.0,143.0,5434.0,255.0,Online,2021,3,1
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Apparel,33.0,143.0,4719.0,326.0,Online,2021,3,1
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Apparel,54.0,143.0,7722.0,394.0,Online,2021,7,3
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,55.0,143.0,7865.0,409.0,Online,2021,12,4
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38.0,143.0,5434.0,250.0,Online,2021,8,3
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,143.0,2002.0,94.0,Online,2021,1,1
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Athletic Footwear,67.0,143.0,9581.0,431.0,Online,2021,12,4
West Gear,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Apparel,34.0,143.0,4862.0,292.0,Online,2021,1,1
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,48.0,143.0,6864.0,405.0,Online,2021,6,2
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Street Footwear,29.0,143.0,4147.0,207.0,Online,2021,2,1
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,143.0,7865.0,370.0,Online,2021,8,3
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,143.0,6578.0,309.0,Online,2021,9,3
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,67.0,143.0,9581.0,364.0,Online,2021,7,3
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33.0,143.0,4719.0,236.0,Online,2021,2,1
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Women's Apparel,29.0,143.0,4147.0,253.0,Online,2021,2,1
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Street Footwear,39.0,143.0,5577.0,284.0,Online,2021,5,2
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Apparel,53.0,143.0,7579.0,485.0,Online,2021,5,2
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,41.0,143.0,5863.0,322.0,Online,2021,6,2
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Apparel,50.0,143.0,7150.0,372.0,Online,2021,8,3
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Men's Street Footwear,24.0,143.0,3432.0,172.0,Online,2021,11,4
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Street Footwear,36.0,143.0,5148.0,232.0,Online,2021,5,2
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33.0,143.0,4719.0,193.0,Online,2021,9,3
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Street Footwear,27.0,143.0,3861.0,197.0,Online,2021,4,2
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Apparel,56.0,143.0,8008.0,384.0,Online,2021,7,3
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Street Footwear,46.0,143.0,6578.0,316.0,Online,2021,8,3
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Women's Street Footwear,27.0,143.0,3861.0,135.0,Outlet,2021,8,3
Foot Locker,1185732,2021-12-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,53.0,143.0,7579.0,462.0,Outlet,2021,12,4
Sports Direct,1197831,2021-03-21,South,Tennessee,Knoxville,Women's Apparel,28.0,143.0,4004.0,224.0,Outlet,2021,3,1
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,35.0,143.0,5005.0,225.0,Outlet,2021,4,2
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,33.0,143.0,4719.0,184.0,Outlet,2021,11,4
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Street Footwear,28.0,143.0,4004.0,160.0,Outlet,2021,3,1
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Athletic Footwear,55.0,143.0,7865.0,370.0,Outlet,2021,8,3
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,36.0,143.0,5148.0,216.0,Outlet,2021,6,2
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,143.0,5720.0,246.0,Outlet,2021,12,4
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,33.0,143.0,4719.0,203.0,Outlet,2021,7,3
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,41.0,143.0,5863.0,276.0,Outlet,2021,12,4
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Apparel,40.0,143.0,5720.0,240.0,Outlet,2021,6,2
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Men's Apparel,53.0,142.0,7526.0,361.0,Online,2021,9,3
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,142.0,3834.0,230.0,Online,2021,4,2
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,67.0,142.0,9514.0,362.0,Online,2021,8,3
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Apparel,89.0,142.0,12638.0,632.0,Online,2021,12,4
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,72.0,142.0,10224.0,501.0,Online,2021,6,2
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,51.0,142.0,7242.0,355.0,Online,2021,10,4
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,34.0,142.0,4828.0,217.0,Online,2021,8,3
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Apparel,42.0,142.0,5964.0,388.0,Online,2021,6,2
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,50.0,142.0,7100.0,327.0,Online,2021,10,4
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Street Footwear,48.0,142.0,6816.0,354.0,Online,2021,4,2
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Apparel,42.0,142.0,5964.0,394.0,Online,2021,10,4
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Athletic Footwear,59.0,142.0,8378.0,545.0,Online,2021,12,4
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,50.0,142.0,7100.0,362.0,Online,2021,7,3
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,58.0,142.0,8236.0,379.0,Online,2021,8,3
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,45.0,142.0,6390.0,326.0,Online,2021,4,2
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,52.0,142.0,7384.0,354.0,Online,2021,6,2
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.0,142.0,6674.0,347.0,Online,2021,10,4
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29.0,142.0,4118.0,206.0,Online,2021,2,1
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Street Footwear,49.0,142.0,6958.0,376.0,Online,2021,6,2
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Men's Apparel,68.0,142.0,9656.0,473.0,Online,2021,12,4
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Men's Street Footwear,36.0,142.0,5112.0,256.0,Online,2021,6,2
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Athletic Footwear,29.0,142.0,4118.0,185.0,Online,2021,1,1
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,48.0,142.0,6816.0,341.0,Online,2021,7,3
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Apparel,61.0,142.0,8662.0,468.0,Online,2021,7,3
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men's Street Footwear,50.0,142.0,7100.0,348.0,Online,2021,9,3
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Street Footwear,54.0,142.0,7668.0,391.0,Online,2021,5,2
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Street Footwear,44.0,142.0,6248.0,375.0,Online,2021,3,1
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,19.0,141.0,2679.0,110.0,Online,2021,3,1
West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,50.0,140.0,7000.0,427.0,Online,2020,11,4
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Women's Apparel,32.0,140.0,4480.0,251.0,Online,2021,8,3
West Gear,1128299,2020-04-30,West,Colorado,Denver,Men's Apparel,74.0,140.0,10360.0,756.0,Online,2020,4,2
Sports Direct,1197831,2021-05-19,South,Tennessee,Knoxville,Men's Apparel,50.0,140.0,7000.0,350.0,Online,2021,5,2
Amazon,1185732,2021-10-18,Northeast,Maine,Portland,Men's Street Footwear,38.0,140.0,5320.0,261.0,Online,2021,10,4
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,82.0,140.0,11480.0,597.0,Online,2021,11,4
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,58.0,140.0,8120.0,325.0,Online,2021,9,3
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,39.0,140.0,5460.0,246.0,Online,2021,4,2
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,140.0,5320.0,250.0,Online,2021,6,2
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,47.0,140.0,6580.0,270.0,Online,2021,8,3
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Street Footwear,33.0,140.0,4620.0,245.0,Online,2021,2,1
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,69.0,140.0,9660.0,367.0,Online,2021,7,3
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,72.0,140.0,10080.0,393.0,Online,2021,11,4
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24.0,140.0,3360.0,181.0,Online,2021,4,2
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,49.0,140.0,6860.0,350.0,Online,2021,6,2
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,24.0,140.0,3360.0,151.0,Online,2021,11,4
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Apparel,47.0,140.0,6580.0,421.0,Online,2021,5,2
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,54.0,140.0,7560.0,355.0,Online,2021,12,4
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Apparel,60.0,140.0,8400.0,412.0,Online,2021,7,3
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.0,140.0,8120.0,374.0,Online,2021,12,4
West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men's Street Footwear,29.0,140.0,4060.0,166.0,Online,2021,2,1
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.0,140.0,4480.0,233.0,Online,2021,1,1
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Men's Street Footwear,36.0,140.0,5040.0,207.0,Online,2021,2,1
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,40.0,140.0,5600.0,319.0,Outlet,2021,3,1
Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,38.0,140.0,5320.0,314.0,Outlet,2021,4,2
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,26.0,140.0,3640.0,171.0,Outlet,2021,8,3
Foot Locker,1185732,2021-11-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35.0,140.0,4900.0,279.0,Outlet,2021,11,4
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.0,140.0,5040.0,237.0,Outlet,2020,1,1
West Gear,1128299,2020-01-10,West,Nevada,Las Vegas,Women's Street Footwear,31.0,140.0,4340.0,187.0,Outlet,2020,1,1
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,31.0,140.0,4340.0,100.0,Outlet,2020,1,1
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Apparel,54.0,140.0,7560.0,242.0,Outlet,2020,1,1
West Gear,1128299,2020-02-10,West,Nevada,Las Vegas,Women's Athletic Footwear,46.0,140.0,6440.0,270.0,Outlet,2020,2,1
West Gear,1128299,2020-02-24,West,Nevada,Las Vegas,Women's Apparel,54.0,140.0,7560.0,159.0,Outlet,2020,2,1
West Gear,1128299,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,44.0,140.0,6160.0,259.0,Outlet,2020,3,1
Sports Direct,1197831,2021-03-18,South,Tennessee,Knoxville,Women's Street Footwear,23.0,140.0,3220.0,126.0,Outlet,2021,3,1
Sports Direct,1197831,2021-05-13,South,Tennessee,Knoxville,Men's Apparel,43.0,140.0,6020.0,277.0,Outlet,2021,5,2
Foot Locker,1185732,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,27.0,140.0,3780.0,166.0,Outlet,2021,5,2
Sports Direct,1197831,2021-09-15,South,Alabama,Birmingham,Women's Athletic Footwear,37.0,140.0,5180.0,332.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-16,South,Alabama,Birmingham,Men's Apparel,42.0,140.0,5880.0,294.0,Outlet,2021,9,3
Amazon,1185732,2021-10-12,South,Alabama,Birmingham,Men's Street Footwear,27.0,140.0,3780.0,147.0,Outlet,2021,10,4
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,39.0,140.0,5460.0,202.0,Outlet,2021,10,4
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,53.0,140.0,7420.0,386.0,Outlet,2021,10,4
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,30.0,140.0,4200.0,189.0,Outlet,2021,1,1
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Street Footwear,16.0,140.0,2240.0,87.0,Outlet,2021,3,1
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Apparel,21.0,140.0,2940.0,168.0,Outlet,2021,3,1
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Apparel,28.0,140.0,3920.0,149.0,Outlet,2021,7,3
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Apparel,25.0,140.0,3500.0,189.0,Outlet,2021,10,4
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Apparel,67.0,140.0,9380.0,431.0,Outlet,2021,6,2
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Apparel,34.0,140.0,4760.0,190.0,Outlet,2021,1,1
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Apparel,44.0,140.0,6160.0,246.0,Outlet,2021,10,4
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Apparel,42.0,140.0,5880.0,241.0,Outlet,2021,9,3
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,30.0,140.0,4200.0,181.0,Outlet,2021,1,1
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Apparel,27.0,140.0,3780.0,102.0,Outlet,2021,1,1
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Apparel,39.0,140.0,5460.0,153.0,Outlet,2021,11,4
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,35.0,140.0,4900.0,137.0,Outlet,2021,2,1
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,140.0,6160.0,259.0,Outlet,2021,4,2
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,140.0,3780.0,178.0,Outlet,2021,1,1
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,32.0,140.0,4480.0,188.0,Outlet,2021,1,1
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,28.0,140.0,3920.0,125.0,Outlet,2021,1,1
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,51.0,140.0,7140.0,278.0,Outlet,2021,8,3
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,37.0,140.0,5180.0,238.0,Outlet,2021,11,4
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,28.0,140.0,3920.0,161.0,Outlet,2021,5,2
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,11.0,140.0,1540.0,68.0,Outlet,2021,1,1
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,32.0,140.0,4480.0,197.0,Outlet,2021,7,3
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Apparel,22.0,140.0,3080.0,129.0,Outlet,2021,9,3
