Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Apparel,$74.00 ,149,"11,026.00",$441 ,Online
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$23.00 ,149,"3,427.00",$137 ,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,$29.00 ,149,"4,321.00",$216 ,Online
West Gear,1128299,11/24/2021,West,Oregon,Portland,Women's Apparel,$76.00 ,149,"11,324.00",$476 ,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$54.00 ,149,"8,046.00",$402 ,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$50.00 ,149,"7,450.00",$395 ,Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$42.00 ,149,"6,258.00",$294 ,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$23.00 ,149,"3,427.00",$168 ,Online
West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$45.00 ,149,"6,705.00",$282 ,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,$51.00 ,149,"7,599.00",$403 ,Online
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,$33.00 ,149,"4,917.00",$266 ,Online
Sports Direct,1185732,12/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,$55.00 ,149,"8,195.00",$393 ,Online
Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,Men's Street Footwear,$39.00 ,149,"5,811.00",$291 ,Online
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,$38.00 ,149,"5,662.00",$345 ,Outlet
Sports Direct,1197831,9/1/2021,South,Texas,Dallas,Women's Athletic Footwear,$20.00 ,149,"2,980.00",$146 ,Outlet
Sports Direct,1197831,10/2/2021,South,Texas,Dallas,Men's Apparel,$37.00 ,149,"5,513.00",$221 ,Outlet
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,$20.00 ,149,"2,980.00",$119 ,Outlet
Sports Direct,1197831,10/4/2021,South,Alabama,Birmingham,Men's Apparel,$37.00 ,149,"5,513.00",$265 ,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,$47.00 ,149,"7,003.00",$224 ,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$35.00 ,149,"5,215.00",$219 ,Outlet
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's Apparel,$18.00 ,149,"2,682.00",$148 ,Outlet
West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Street Footwear,$34.00 ,149,"5,066.00",$187 ,Outlet
West Gear,1128299,11/24/2021,West,Oregon,Portland,Women's Athletic Footwear,$39.00 ,149,"5,811.00",$238 ,Outlet
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Apparel,$41.00 ,149,"6,109.00",$232 ,Outlet
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$39.00 ,149,"5,811.00",$244 ,Outlet
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$46.00 ,149,"6,854.00",$254 ,Outlet
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$24.00 ,149,"3,576.00",$164 ,Outlet
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$42.00 ,149,"6,258.00",$282 ,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Athletic Footwear,$34.00 ,149,"5,066.00",$218 ,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$25.00 ,149,"3,725.00",$145 ,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Apparel,$40.00 ,149,"5,960.00",$238 ,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,$43.00 ,149,"6,407.00",$282 ,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$47.00 ,149,"7,003.00",$266 ,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$51.00 ,149,"7,599.00",$327 ,Outlet
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$23.00 ,149,"3,427.00",$144 ,Outlet
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$28.00 ,149,"4,172.00",$138 ,Outlet
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,$43.00 ,149,"6,407.00",$333 ,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$47.00 ,149,"7,003.00",$308 ,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$59.00 ,149,"8,791.00",$378 ,Outlet
Walmart,1197831,8/10/2020,South,Texas,Houston,Men's Apparel,$42.00 ,147,"6,174.00",$259 ,Online
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,$33.00 ,147,"4,851.00",$267 ,Online
Sports Direct,1197831,9/25/2021,South,Texas,Dallas,Women's Athletic Footwear,$47.00 ,147,"6,909.00",$449 ,Online
Kohl's,1189833,1/28/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$42.00 ,147,"6,174.00",$253 ,Online
Sports Direct,1197831,5/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,$36.00 ,147,"5,292.00",$307 ,Online
Amazon,1185732,12/21/2021,Northeast,Maine,Portland,Men's Street Footwear,$50.00 ,147,"7,350.00",$338 ,Online
Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Apparel,$69.00 ,147,"10,143.00",$274 ,Online
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$53.00 ,147,"7,791.00",$319 ,Online
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Apparel,$86.00 ,147,"12,642.00",$442 ,Online
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Men's Athletic Footwear,$43.00 ,147,"6,321.00",$284 ,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Street Footwear,$45.00 ,147,"6,615.00",$238 ,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00 ,147,"5,586.00",$274 ,Online
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$44.00 ,147,"6,468.00",$330 ,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Street Footwear,$47.00 ,147,"6,909.00",$325 ,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$46.00 ,147,"6,762.00",$352 ,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Street Footwear,$33.00 ,147,"4,851.00",$238 ,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$54.00 ,147,"7,938.00",$405 ,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Women's Apparel,$38.00 ,147,"5,586.00",$352 ,Online
West Gear,1185732,12/9/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,$63.00 ,147,"9,261.00",$463 ,Online
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Women's Street Footwear,$48.00 ,147,"7,056.00",$367 ,Online
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,$42.00 ,147,"6,174.00",$278 ,Online
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$47.00 ,147,"6,909.00",$311 ,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,$46.00 ,147,"6,762.00",$331 ,Online
West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,$54.00 ,147,"7,938.00",$333 ,Online
Kohl's,1185732,2/8/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,$34.00 ,147,"4,998.00",$240 ,Online
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,$36.00 ,147,"5,292.00",$238 ,Outlet
Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,$26.00 ,147,"3,822.00",$275 ,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$64.00 ,147,"9,408.00",$310 ,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Apparel,$58.00 ,147,"8,526.00",$230 ,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$38.00 ,147,"5,586.00",$207 ,Outlet
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Apparel,$53.00 ,147,"7,791.00",$366 ,Outlet
West Gear,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,$23.00 ,147,"3,381.00",$169 ,Outlet
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Apparel,$43.00 ,147,"6,321.00",$259 ,Outlet
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$41.00 ,147,"6,027.00",$229 ,Outlet
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$30.00 ,147,"4,410.00",$207 ,Outlet
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$39.00 ,147,"5,733.00",$241 ,Outlet
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$36.00 ,147,"5,292.00",$222 ,Outlet
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Women's Apparel,$22.00 ,147,"3,234.00",$171 ,Outlet
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Women's Athletic Footwear,$32.00 ,147,"4,704.00",$198 ,Outlet
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$42.00 ,146,"6,132.00",$307 ,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,$57.00 ,146,"8,322.00",$350 ,Online
Foot Locker,1185732,12/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$40.00 ,145,"5,800","$1,740 ",Outlet
West Gear,1128299,12/23/2020,West,California,San Francisco,Men's Apparel,$62.00 ,145,"8,990.00",$566 ,Online
Kohl's,1189833,3/11/2021,West,California,Los Angeles,Men's Apparel,$49.00 ,145,"7,105.00",$469 ,Online
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,$28.00 ,145,"4,060.00",$191 ,Online
Sports Direct,1197831,9/14/2021,South,Texas,Dallas,Men's Apparel,$45.00 ,145,"6,525.00",$281 ,Online
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Women's Athletic Footwear,$59.00 ,145,"8,555.00",$530 ,Online
Foot Locker,1185732,11/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00 ,145,"8,700.00",$583 ,Online
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,$78.00 ,145,"11,310.00",$339 ,Online
Sports Direct,1197831,4/13/2021,South,Tennessee,Knoxville,Men's Apparel,$43.00 ,145,"6,235.00",$299 ,Online
Foot Locker,1185732,7/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$41.00 ,145,"5,945.00",$315 ,Online
Sports Direct,1197831,9/4/2021,South,Alabama,Birmingham,Men's Apparel,$49.00 ,145,"7,105.00",$391 ,Online
Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,$58.00 ,145,"8,410.00",$471 ,Online
Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,$73.00 ,145,"10,585.00",$370 ,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$37.00 ,145,"5,365.00",$220 ,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Apparel,$49.00 ,145,"7,105.00",$320 ,Online
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Men's Athletic Footwear,$37.00 ,145,"5,365.00",$220 ,Online
Kohl's,1185732,2/12/2021,West,Wyoming,Cheyenne,Men's Apparel,$47.00 ,145,"6,815.00",$279 ,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$28.00 ,145,"4,060.00",$187 ,Online
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$39.00 ,145,"5,655.00",$277 ,Online
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Apparel,$54.00 ,145,"7,830.00",$352 ,Online
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,$34.00 ,145,"4,930.00",$207 ,Online
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,$42.00 ,145,"6,090.00",$335 ,Online
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,$28.00 ,145,"4,060.00",$199 ,Online
West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Street Footwear,$48.00 ,145,"6,960.00",$313 ,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,$43.00 ,145,"6,235.00",$343 ,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$37.00 ,145,"5,365.00",$252 ,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$47.00 ,145,"6,815.00",$361 ,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,$57.00 ,145,"8,265.00",$355 ,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,145,"7,975.00",$367 ,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$29.00 ,145,"4,205.00",$223 ,Online
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Athletic Footwear,$25.00 ,145,"3,625.00",$163 ,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$29.00 ,145,"4,205.00",$193 ,Online
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,$28.00 ,145,"4,060.00",$179 ,Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Women's Apparel,$55.00 ,145,"7,975.00",$399 ,Online
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$52.00 ,145,"7,540.00",$347 ,Online
Sports Direct,1197831,10/7/2021,South,Texas,Dallas,Women's Athletic Footwear,$30.00 ,145,"4,350.00",$235 ,Outlet
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$35.00 ,145,"5,075.00",$157 ,Outlet
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$47.00 ,145,"6,815.00",$307 ,Outlet
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$31.00 ,145,"4,495.00",$112 ,Outlet
Sports Direct,1197831,3/27/2021,South,Tennessee,Knoxville,Women's Apparel,$25.00 ,145,"3,625.00",$221 ,Outlet
West Gear,1128299,11/24/2021,West,Oregon,Portland,Men's Apparel,$50.00 ,145,"7,250.00",$334 ,Outlet
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Street Footwear,$31.00 ,145,"4,495.00",$175 ,Outlet
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Apparel,$40.00 ,145,"5,800.00",$215 ,Outlet
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Apparel,$46.00 ,145,"6,670.00",$200 ,Outlet
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Street Footwear,$34.00 ,145,"4,930.00",$182 ,Outlet
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$37.00 ,145,"5,365.00",$220 ,Outlet
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Apparel,$40.00 ,145,"5,800.00",$203 ,Outlet
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$40.00 ,145,"5,800.00",$226 ,Outlet
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$39.00 ,145,"5,655.00",$226 ,Outlet
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Street Footwear,$15.00 ,145,"2,175.00",$102 ,Outlet
Walmart,1197831,2/21/2021,South,Arkansas,Little Rock,Women's Apparel,$16.00 ,145,"2,320.00",$97 ,Outlet
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Apparel,$33.00 ,145,"4,785.00",$225 ,Outlet
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,$42.00 ,145,"6,090.00",$305 ,Outlet
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Apparel,$60.00 ,145,"8,700.00",$409 ,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,$46.00 ,145,"6,670.00",$247 ,Outlet
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$47.00 ,144,"6,768.00",$372 ,Online
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,$41.00 ,144,"5,904.00",$307 ,Online
West Gear,1128299,4/15/2020,West,Colorado,Denver,Men's Athletic Footwear,$59.00 ,144,"8,496.00",$425 ,Online
West Gear,1128299,7/5/2020,West,Washington,Seattle,Men's Apparel,$77.00 ,144,"11,088.00",$388 ,Online
Sports Direct,1197831,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$50.00 ,144,"7,200.00",$454 ,Online
Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,$43.00 ,144,"6,192.00",$396 ,Online
Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,$52.00 ,144,"7,488.00",$337 ,Online
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$59.00 ,144,"8,496.00",$323 ,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,$49.00 ,144,"7,056.00",$289 ,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,$47.00 ,144,"6,768.00",$271 ,Online
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,$42.00 ,144,"6,048.00",$254 ,Online
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$33.00 ,144,"4,752.00",$247 ,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$27.00 ,144,"3,888.00",$163 ,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$20.00 ,144,"2,880.00",$158 ,Online
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Apparel,$71.00 ,144,"10,224.00",$624 ,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$37.00 ,144,"5,328.00",$266 ,Online
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,$39.00 ,144,"5,616.00",$281 ,Online
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,$32.00 ,144,"4,608.00",$212 ,Online
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,$46.00 ,144,"6,624.00",$272 ,Outlet
Sports Direct,1197831,8/12/2021,South,Alabama,Birmingham,Women's Apparel,$27.00 ,144,"3,888.00",$222 ,Outlet
Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,$20.00 ,144,"2,880.00",$147 ,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$36.00 ,144,"5,184.00",$202 ,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,$61.00 ,144,"8,784.00",$351 ,Outlet
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$62.00 ,143,"8,866.00",$532 ,Online
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,$58.00 ,143,"8,294.00",$423 ,Online
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,$61.00 ,143,"8,723.00",$462 ,Online
West Gear,1128299,4/23/2020,West,Colorado,Denver,Women's Athletic Footwear,$61.00 ,143,"8,723.00",$454 ,Online
West Gear,1128299,4/28/2020,West,Colorado,Denver,Women's Street Footwear,$67.00 ,143,"9,581.00",$546 ,Online
Kohl's,1189833,2/4/2021,Midwest,Montana,Billings,Women's Street Footwear,$44.00 ,143,"6,292.00",$371 ,Online
Kohl's,1189833,2/7/2021,Midwest,Montana,Billings,Women's Apparel,$58.00 ,143,"8,294.00",$290 ,Online
Kohl's,1189833,3/7/2021,Midwest,Montana,Billings,Women's Athletic Footwear,$43.00 ,143,"6,149.00",$314 ,Online
Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,143,"5,148.00",$386 ,Online
Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,$63.00 ,143,"9,009.00",$676 ,Online
Amazon,1185732,11/17/2021,Northeast,Maine,Portland,Men's Street Footwear,$51.00 ,143,"7,293.00",$357 ,Online
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Street Footwear,$33.00 ,143,"4,719.00",$170 ,Online
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Apparel,$69.00 ,143,"9,867.00",$543 ,Online
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$77.00 ,143,"11,011.00",$462 ,Online
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Apparel,$74.00 ,143,"10,582.00",$328 ,Online
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Women's Street Footwear,$29.00 ,143,"4,147.00",$203 ,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00 ,143,"5,434.00",$245 ,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Apparel,$51.00 ,143,"7,293.00",$299 ,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$38.00 ,143,"5,434.00",$255 ,Online
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Apparel,$33.00 ,143,"4,719.00",$326 ,Online
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Apparel,$54.00 ,143,"7,722.00",$394 ,Online
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Apparel,$55.00 ,143,"7,865.00",$409 ,Online
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$38.00 ,143,"5,434.00",$250 ,Online
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,$14.00 ,143,"2,002.00",$94 ,Online
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Athletic Footwear,$67.00 ,143,"9,581.00",$431 ,Online
West Gear,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,$34.00 ,143,"4,862.00",$292 ,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,$48.00 ,143,"6,864.00",$405 ,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,$29.00 ,143,"4,147.00",$207 ,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,143,"7,865.00",$370 ,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$46.00 ,143,"6,578.00",$309 ,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,$67.00 ,143,"9,581.00",$364 ,Online
Amazon,1185732,2/11/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$33.00 ,143,"4,719.00",$236 ,Online
Amazon,1185732,2/11/2021,Midwest,Ohio,Columbus,Women's Apparel,$29.00 ,143,"4,147.00",$253 ,Online
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,$39.00 ,143,"5,577.00",$284 ,Online
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Women's Apparel,$53.00 ,143,"7,579.00",$485 ,Online
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Street Footwear,$41.00 ,143,"5,863.00",$322 ,Online
